"total","fecha_hora_venta","servicio"
607.05,"2023-06-08 17:45:17",acrilico manos
370.00,"2023-06-08 17:48:13",acrilico retoque 
370.00,"2023-06-08 17:48:13",gel en manos
540.55,"2023-06-09 10:57:27",acrilico retoque 
540.55,"2023-06-09 10:57:27",acrilico de color
332.50,"2023-06-09 12:08:21",mani exfo
332.50,"2023-06-09 12:08:21",pedi exfo
99.00,"2023-06-09 12:11:00",pedi express
559.55,"2023-06-09 13:09:04",calcio retoque en manos 
559.55,"2023-06-09 13:09:04",pedi basico
270.00,"2023-06-09 13:19:11",mani express
270.00,"2023-06-09 13:19:11",pedi basico
389.50,"2023-06-09 15:36:55",calcio en manos 
389.50,"2023-06-09 15:36:55",pedi basico
521.55,"2023-06-09 15:40:47",calcio retoque en manos 
521.55,"2023-06-09 15:40:47",mani basico
673.55,"2023-06-09 16:39:14",acrilico manos
673.55,"2023-06-09 16:39:14",acrilico de color
199.00,"2023-06-09 16:47:14",calcio retoque en manos 
199.00,"2023-06-09 16:47:14",pedi express
237.50,"2023-06-09 16:53:12",gel en manos
389.00,"2023-06-09 17:22:12",pedi basico
389.00,"2023-06-09 17:22:12",gel en pies
210.00,"2023-06-09 17:24:55",depilacion de media pierna
290.00,"2023-06-09 18:31:13", acrilico retiro 
290.00,"2023-06-09 18:31:13",calcio en manos 
669.00,"2023-06-09 18:37:52",acrilico retoque 
669.00,"2023-06-09 18:37:52",pedi basico
899.00,"2023-06-10 12:31:43",pedi basico
899.00,"2023-06-10 12:31:43",acrilico manos
899.00,"2023-06-10 12:31:43",acrilico de color
899.00,"2023-06-10 12:31:43",acrilicio escultural
150.00,"2023-06-10 13:11:23",mani basico
446.50,"2023-06-10 14:26:00",gel en manos
446.50,"2023-06-10 14:26:00",calcio en manos 
1300.55,"2023-06-10 15:08:38",acrilico uña remplazo 
1300.55,"2023-06-10 15:08:38",acrilico uña remplazo 
1300.55,"2023-06-10 15:08:38",acrilico uña remplazo 
1300.55,"2023-06-10 15:08:38",acrilico uña remplazo 
1300.55,"2023-06-10 15:08:38",calcio en manos 
190.00,"2023-06-10 15:36:52",pedi basico
180.50,"2023-06-10 16:06:09",pedi basico
190.00,"2023-06-10 16:11:21",gel en manos
250.00,"2023-06-10 16:33:00",gel en manos
290.00,"2023-06-10 16:40:34",gel en manos
1480.00,"2023-06-10 17:16:22",pedi dif lujo
1480.00,"2023-06-10 17:16:22",pedi dif lujo
190.00,"2023-06-10 18:03:05",gel en manos
1058.00,"2023-06-10 18:35:45",acrilico retoque 
1058.00,"2023-06-10 18:35:45",pedi basico
1058.00,"2023-06-10 18:35:45",pedi basico
1058.00,"2023-06-10 18:35:45",gel en pies
190.00,"2023-06-13 10:43:08",pedi basico
215.00,"2023-06-13 13:40:18",depilacion de bigote
215.00,"2023-06-13 13:40:18",depilacion de axila
809.00,"2023-06-13 14:12:48",pedi basico
809.00,"2023-06-13 14:12:48",pedi basico
759.00,"2023-06-13 16:11:29",calcio retoque en manos 
759.00,"2023-06-13 16:11:29",pedi de lujo
759.00,"2023-06-13 16:11:29",mani express
450.00,"2023-06-13 16:24:52",gel en manos
450.00,"2023-06-13 16:24:52",acrilico manos
50.00,"2023-06-13 16:33:27",acrilico uña remplazo 
950.00,"2023-06-13 17:22:40",calcio en manos 
950.00,"2023-06-13 17:22:40",calcio en pies 
190.00,"2023-06-13 17:37:31",gel en manos
483.55,"2023-06-13 18:45:15", acrilico retiro 
420.00,"2023-06-13 18:47:39",gel en manos
420.00,"2023-06-13 18:47:39",depilacion de ceja
420.00,"2023-06-13 18:47:39",depilacion de bigote
809.00,"2023-06-14 11:10:45",acrilico manos
809.00,"2023-06-14 11:10:45",pedi basico
809.00,"2023-06-14 11:10:45",mani limpieza
579.00,"2023-06-14 11:16:56",calcio en manos 
280.00,"2023-06-14 11:55:01",pedi de lujo
190.00,"2023-06-14 11:56:54",gel en manos
675.00,"2023-06-14 12:15:39",depilacion de ceja
494.00,"2023-06-14 12:50:27",acrilico retoque 
494.00,"2023-06-14 12:50:27",gel en manos
494.00,"2023-06-14 12:50:27",acrilico uña remplazo 
749.00,"2023-06-14 13:38:09",acrilico manos
749.00,"2023-06-14 13:38:09",pedi basico
450.00,"2023-06-14 13:43:39",gel en manos
450.00,"2023-06-14 13:43:39",calcio retoque en manos 
450.00,"2023-06-14 13:43:39",acrilico uña remplazo 
450.00,"2023-06-14 13:43:39",acrilico uña remplazo 
190.00,"2023-06-14 15:18:38",gel en manos
150.00,"2023-06-14 15:19:33",mani basico
299.00,"2023-06-14 15:56:58",Gel retiro 
299.00,"2023-06-14 15:56:58",mani basico
299.00,"2023-06-14 15:56:58",pedi express
250.00,"2023-06-14 16:51:38",gel en manos
340.00,"2023-06-14 18:32:31",calcio retoque en manos 
340.00,"2023-06-14 18:32:31",acrilico uña remplazo 
340.00,"2023-06-14 18:32:31",pedi basico
420.00,"2023-06-14 18:43:13",acrilico retoque 
420.00,"2023-06-14 18:43:13",acrilico uña remplazo 
420.00,"2023-06-14 18:43:13",gel en manos
190.00,"2023-06-14 18:53:33",pedi basico
420.00,"2023-06-14 19:14:21",Gel retiro 
420.00,"2023-06-14 19:14:21",Gel retiro 
420.00,"2023-06-14 19:14:21",pedi exfo
150.00,"2023-06-15 10:43:18",mani basico
50.00,"2023-06-15 11:28:20",Gel retiro 
480.00,"2023-06-15 12:42:49",calcio retoque en manos 
480.00,"2023-06-15 12:42:49",gel en manos
480.00,"2023-06-15 12:42:49",pedi basico
712.50,"2023-06-15 14:37:52",acrilico manos
712.50,"2023-06-15 14:37:52",acrilico de color
712.50,"2023-06-15 14:37:52",pedi basico
712.50,"2023-06-15 14:37:52",pedi basico
85.00,"2023-06-15 14:41:46",depilacion de ceja
540.00,"2023-06-15 16:29:41",calcio retoque en manos 
540.00,"2023-06-15 16:29:41",pedi basico
829.00,"2023-06-15 16:32:46",pedi basico
829.00,"2023-06-15 16:32:46",plancahdo de ceja
379.00,"2023-06-15 17:14:29",acrilico uña remplazo 
190.00,"2023-06-15 17:26:25",pedi basico
150.00,"2023-06-15 17:28:45",mani basico
190.00,"2023-06-15 17:52:41",gel en manos
199.00,"2023-06-15 18:07:41",gel en pies
449.00,"2023-06-16 12:09:59",gel en pies
449.00,"2023-06-16 12:09:59",pedi basico
819.00,"2023-06-16 13:24:59",pedi basico
819.00,"2023-06-16 13:24:59",acrilico retoque 
370.50,"2023-06-16 12:41:03",calcio retoque en manos 
370.50,"2023-06-16 12:41:03",calcio retoque en pies 
370.50,"2023-06-16 12:41:03",gel en manos
290.00,"2023-06-16 13:36:08",calcio retoque en manos 
290.00,"2023-06-16 13:36:08",gel en manos
190.00,"2023-06-16 15:23:40",gel en manos
50.00,"2023-06-16 15:59:38",Gel retiro 
489.00,"2023-06-16 16:45:50",pedi basico
85.00,"2023-06-16 16:52:13",depilacion de ceja
190.00,"2023-06-16 17:04:59",pedi basico
474.05,"2023-06-16 17:14:11",mani de niña
474.05,"2023-06-16 17:14:11",pedi de niña
389.00,"2023-06-16 18:29:00",pedi basico
389.00,"2023-06-16 18:29:00",gel en pies
1793.00,"2023-06-16 19:08:00",acrilico retoque 
1793.00,"2023-06-16 19:08:00",acrilico uña remplazo 
1793.00,"2023-06-16 19:08:00",acrilico retoque 
1793.00,"2023-06-16 19:08:00",gel en manos
1793.00,"2023-06-16 19:08:00",acrilico manos
1793.00,"2023-06-16 19:08:00",acrilico de color
1793.00,"2023-06-16 19:08:00",pedi basico
267.00,"2023-06-17 11:12:06",gel en manos
628.00,"2023-06-17 11:17:22",pedi exfo
190.00,"2023-06-17 12:13:52",pedi basico
660.00,"2023-06-17 12:20:05",acrilico retoque 
660.00,"2023-06-17 12:20:05",gel en manos
660.00,"2023-06-17 12:20:05",acrilico uña remplazo 
660.00,"2023-06-17 12:20:05",acrilico uña remplazo 
660.00,"2023-06-17 12:20:05",pedi basico
85.00,"2023-06-17 12:32:11",depilacion de ceja
245.00,"2023-06-17 12:43:23",pedi basico
245.00,"2023-06-17 12:43:23",pedi de niña
300.00,"2023-06-17 13:48:29", acrilico retiro 
300.00,"2023-06-17 13:48:29",gel en manos
408.50,"2023-06-17 14:22:05",calcio retoque en manos 
408.50,"2023-06-17 14:22:05",mani de niña
408.50,"2023-06-17 14:22:05",pedi de niña
464.55,"2023-06-17 14:45:28",gel en pies
970.00,"2023-06-17 16:19:51",acrilico manos
970.00,"2023-06-17 16:19:51",acrilicio escultural
640.00,"2023-06-17 16:22:42",mani dif lujo
640.00,"2023-06-17 16:22:42",pedi dif lujo
640.00,"2023-06-17 16:22:42",gel en manos
350.00,"2023-06-17 17:21:31",calcio retoque en manos 
350.00,"2023-06-17 17:21:31",gel en manos
664.05,"2023-06-17 17:39:23",acrilico manos
190.00,"2023-06-17 18:43:49",pedi basico
460.00,"2023-06-17 18:50:37",calcio en manos 
460.00,"2023-06-17 18:50:37",pedi de lujo
560.00,"2023-06-17 19:22:28",pedi dif lujo
560.00,"2023-06-17 19:22:28",calcio en manos 
80.00,"2023-06-20 11:05:09",mani express
444.00,"2023-06-20 16:57:24",depilacion de ceja
444.00,"2023-06-20 16:57:24",pedi exfo
370.50,"2023-06-20 11:47:08",Gel retiro 
370.50,"2023-06-20 11:47:08",Gel retiro 
351.50,"2023-06-20 12:26:21",acrilico retoque 
351.50,"2023-06-20 12:26:21",gel en manos
589.00,"2023-06-20 12:39:25",acrilico manos
489.00,"2023-06-20 13:56:42",pedi basico
280.00,"2023-06-20 14:11:14",pedi de lujo
479.00,"2023-06-20 14:29:17",pedi de lujo
479.00,"2023-06-20 14:29:17",gel en pies
559.00,"2023-06-20 16:20:28",acrilico manos
489.00,"2023-06-20 16:21:47",pedi basico
719.00,"2023-06-20 16:49:24",acrilico manos
660.00,"2023-06-20 17:31:19",calcio en manos 
660.00,"2023-06-20 17:31:19",pedi basico
800.00,"2023-06-20 18:10:29",calcio en manos 
800.00,"2023-06-20 18:10:29",gel en manos
800.00,"2023-06-20 18:10:29",calcio en manos 
800.00,"2023-06-20 18:10:29",gel en manos
778.00,"2023-06-20 18:20:14",pedi basico
778.00,"2023-06-20 18:20:14",gel en pies
778.00,"2023-06-20 18:20:14",pedi basico
778.00,"2023-06-20 18:20:14",gel en pies
759.00,"2023-06-20 18:44:28",pedi de lujo
759.00,"2023-06-20 18:44:28",pedi de lujo
759.00,"2023-06-20 18:44:28",gel en pies
664.05,"2023-06-21 11:24:00",acrilico retoque 
664.05,"2023-06-21 11:24:00",pedi basico
939.00,"2023-06-21 12:18:36",acrilico manos
499.00,"2023-06-21 13:03:21",calcio retoque en manos 
240.00,"2023-06-21 13:52:11",gel en manos
499.00,"2023-06-21 13:54:47",calcio retoque en manos 
731.50,"2023-06-21 16:35:11",acrilico retoque 
360.00,"2023-06-21 17:18:13",depilacion de ceja
360.00,"2023-06-21 17:18:13",depilacion de bigote
360.00,"2023-06-21 17:18:13",pedi basico
370.50,"2023-06-21 18:13:28",calcio retoque en manos 
370.50,"2023-06-21 18:13:28",calcio retoque en pies 
370.50,"2023-06-21 18:13:28",pedi basico
649.00,"2023-06-21 18:48:56",acrilico manos
649.00,"2023-06-21 18:48:56",mani limpieza
237.50,"2023-06-21 19:07:09",gel en manos
889.00,"2023-06-22 10:28:58", acrilico retiro 
889.00,"2023-06-22 10:28:58",acrilico manos
889.00,"2023-06-22 10:28:58",pedi basico
749.00,"2023-06-22 10:35:15",acrilico manos
749.00,"2023-06-22 10:35:15",pedi basico
410.00,"2023-06-22 10:49:45",mani de lujo
410.00,"2023-06-22 10:49:45",gel en manos
190.00,"2023-06-22 11:03:28",gel en manos
190.00,"2023-06-22 11:59:51",pedi basico
190.00,"2023-06-22 12:03:37",pedi basico
1099.00,"2023-06-22 12:19:46",acrilico manos
1099.00,"2023-06-22 12:19:46",acrilico en pies
1099.00,"2023-06-22 12:19:46",pedi de lujo
100.00,"2023-06-22 13:00:35",calcio retoque en manos 
579.00,"2023-06-22 15:45:11",calcio en manos 
739.00,"2023-06-22 17:37:27",pedi basico
190.00,"2023-06-22 18:43:02",pedi basico
190.00,"2023-06-22 18:52:44",pedi basico
340.00,"2023-06-22 19:06:55",Gel retiro 
425.00,"2023-06-23 13:41:48",Gel retiro 
425.00,"2023-06-23 13:41:48",depilacion de ceja
389.00,"2023-06-23 13:50:04",pedi basico
389.00,"2023-06-23 13:50:04",gel en pies
370.50,"2023-06-23 14:02:26",calcio retoque en manos 
370.50,"2023-06-23 14:02:26",gel en manos
370.50,"2023-06-23 14:02:26",acrilico uña remplazo 
370.50,"2023-06-23 14:02:26",acrilico uña remplazo 
464.55,"2023-06-23 15:33:43",pedi basico
280.00,"2023-06-23 15:48:31",pedi de lujo
589.00,"2023-06-23 16:02:37",acrilico manos
290.00,"2023-06-23 16:28:59",gel en manos
389.00,"2023-06-23 16:32:58",pedi basico
389.00,"2023-06-23 16:32:58",gel en pies
459.00,"2023-06-23 17:11:02",gel en manos
459.00,"2023-06-23 17:11:02",pedi exfo
190.00,"2023-06-23 17:52:32",pedi basico
240.00,"2023-06-23 18:09:50",gel en manos
200.00,"2023-06-23 18:16:04",Gel retiro 
200.00,"2023-06-23 18:16:04",mani basico
489.00,"2023-06-23 18:38:47",pedi exfo
560.00,"2023-06-23 18:47:25",pedi de lujo
560.00,"2023-06-23 18:47:25",pedi de lujo
419.00,"2023-06-23 19:02:50",pedi basico
419.00,"2023-06-23 19:02:50",gel en pies
419.00,"2023-06-23 19:02:50",pedi exfo
266.00,"2023-06-24 11:00:20",pedi de lujo
579.00,"2023-06-24 11:09:59",pedi de lujo
800.00,"2023-06-24 12:11:16",depilacion de media pierna
800.00,"2023-06-24 12:11:16",depilacion de axila
370.50,"2023-06-24 12:38:03",calcio retoque en manos 
499.00,"2023-06-24 12:57:15",calcio retoque en manos 
489.00,"2023-06-24 13:32:54",pedi basico
290.00,"2023-06-24 13:38:32",gel en manos
190.00,"2023-06-24 15:08:08",gel en manos
489.00,"2023-06-24 15:40:11",pedi basico
530.00,"2023-06-24 15:43:44",mani basico
530.00,"2023-06-24 15:43:44",pedi dif lujo
340.00,"2023-06-24 15:48:57",gel en manos
340.00,"2023-06-24 15:48:57",mani basico
489.00,"2023-06-24 16:41:49",pedi basico
665.00,"2023-06-24 18:09:19", acrilico retiro 
250.00,"2023-06-24 18:12:16",gel en manos
778.00,"2023-06-24 18:15:11",pedi basico
778.00,"2023-06-24 18:15:11",gel en pies
778.00,"2023-06-24 18:15:11",pedi basico
778.00,"2023-06-24 18:15:11",gel en pies
150.00,"2023-06-27 09:41:15",mani basico
390.00,"2023-06-27 11:05:05",calcio retoque en manos 
390.00,"2023-06-27 11:05:05",gel en manos
390.00,"2023-06-27 11:05:05",parafina en manos
978.00,"2023-06-27 12:49:16",acrilico manos
426.55,"2023-06-27 13:39:25",gel en pies
426.55,"2023-06-27 13:39:25",pedi basico
489.00,"2023-06-27 13:50:23",pedi dif lujo
669.00,"2023-06-27 15:47:47",acrilico retoque 
669.00,"2023-06-27 15:47:47",pedi basico
484.50,"2023-06-27 16:07:05",acrilico manos
484.50,"2023-06-27 16:07:05",acrilico de color
484.50,"2023-06-27 16:07:05",pedi basico
313.50,"2023-06-27 16:10:18",acrilico uña remplazo 
313.50,"2023-06-27 16:10:18",pedi de lujo
774.00,"2023-06-27 17:38:26",pedi dif lujo
774.00,"2023-06-27 17:38:26",calcio en manos 
639.00,"2023-06-27 18:05:44",acrilicio escultural
639.00,"2023-06-27 18:05:44",mani basico
304.00,"2023-06-27 18:08:18",pedi exfo
450.00,"2023-06-27 18:11:55",pedi basico
450.00,"2023-06-27 18:11:55",acrilico en pies
330.00,"2023-06-27 19:01:37",mani basico
330.00,"2023-06-27 19:01:37",calcio en manos 
789.00,"2023-06-28 11:48:19",mani dif lujo
789.00,"2023-06-28 11:48:19",pedi dif lujo
789.00,"2023-06-28 11:48:19",depilacion de bigote
789.00,"2023-06-28 11:48:19",depilacion de ceja
190.00,"2023-06-28 12:47:56",pedi basico
190.00,"2023-06-28 12:57:53",pedi basico
180.50,"2023-06-28 13:29:44",pedi basico
859.00,"2023-06-28 14:17:11", acrilico retiro 
859.00,"2023-06-28 14:17:11",acrilico manos
859.00,"2023-06-28 14:17:11",pedi basico
174.80,"2023-06-28 15:37:46",pedi express
174.80,"2023-06-28 15:37:46",depilacion de bigote
470.00,"2023-06-28 16:09:18",calcio en manos 
369.00,"2023-06-28 16:47:09",acrilico retoque 
250.00,"2023-06-28 17:23:36",gel en manos
1154.00,"2023-06-28 17:58:35", acrilico retiro 
1154.00,"2023-06-28 17:58:35",depilacion de barbilla
1154.00,"2023-06-28 17:58:35",depilacion de ceja
1154.00,"2023-06-28 17:58:35",depilacion de bigote
370.00,"2023-06-28 18:20:46",acrilico retoque 
370.00,"2023-06-28 18:20:46",gel en manos
439.00,"2023-06-28 18:48:45",pedi basico
439.00,"2023-06-28 18:48:45",gel en pies
439.00,"2023-06-28 18:48:45",acrilico uña remplazo 
390.00,"2023-06-28 18:58:10",Gel retiro 
390.00,"2023-06-28 18:58:10",Gel retiro 
579.00,"2023-06-29 11:02:43",calcio en manos 
589.00,"2023-06-29 12:11:16",acrilico manos
512.05,"2023-06-29 14:15:22",acrilico uña remplazo 
349.00,"2023-06-29 14:22:00",acrilico uña remplazo 
100.00,"2023-06-29 15:24:24",calcio retoque en manos 
190.00,"2023-06-29 15:27:53",gel en manos
80.00,"2023-06-29 17:33:41",mani express
694.00,"2023-06-29 18:02:04",pedi basico
694.00,"2023-06-29 18:02:04",depilacion de ceja
519.00,"2023-06-29 18:48:34",pedi basico
519.00,"2023-06-29 18:48:34",pedi exfo
199.50,"2023-06-29 18:55:54",gel en manos
639.00,"2023-06-29 19:08:17",pedi de lujo
1576.05,"2023-06-30 11:16:11",acrilico manos
1576.05,"2023-06-30 11:16:11",pedi dif lujo
1576.05,"2023-06-30 11:16:11",pedi de lujo
190.00,"2023-06-30 12:15:11",pedi basico
620.00,"2023-06-30 12:18:43",pedi exfo
189.05,"2023-06-30 13:38:07",gel en pies
410.00,"2023-06-30 13:40:42",calcio en manos 
389.50,"2023-06-30 14:17:47",mani de lujo
389.50,"2023-06-30 14:17:47",gel en manos
390.00,"2023-06-30 17:26:15",calcio retoque en manos 
489.00,"2023-06-30 17:29:56",pedi basico
50.00,"2023-06-30 18:11:29",Gel retiro 
190.00,"2023-06-30 18:42:46",pedi basico
270.00,"2023-07-01 11:18:39",mani basico
270.00,"2023-07-01 11:18:39",acrilico uña remplazo 
270.00,"2023-07-01 11:18:39",acrilico uña remplazo 
270.00,"2023-07-01 11:18:39",acrilico uña remplazo 
323.00,"2023-07-01 11:22:59",Gel retiro 
100.00,"2023-07-01 12:52:34",calcio retoque en manos 
180.00,"2023-07-01 13:29:46",calcio en manos 
190.00,"2023-07-01 14:44:20",gel en manos
380.00,"2023-07-01 16:25:19",calcio retoque en manos 
380.00,"2023-07-01 16:25:19",acrilico uña remplazo 
100.00,"2023-07-01 16:49:53",calcio retoque en manos 
199.50,"2023-07-01 17:07:54",calcio en manos 
389.00,"2023-07-01 17:09:58",gel en pies
389.00,"2023-07-01 17:09:58",pedi basico
180.00,"2023-07-01 17:11:37",calcio en manos 
460.00,"2023-07-01 18:55:05",acrilico retoque 
460.00,"2023-07-01 18:55:05",pedi dif lujo
460.00,"2023-07-01 18:55:05",gel en manos
480.00,"2023-07-01 19:12:47",pedi dif lujo
480.00,"2023-07-01 19:12:47",calcio retoque en manos 
280.00,"2023-07-01 19:15:06",pedi de lujo
340.00,"2023-07-04 10:15:24",pedi basico
340.00,"2023-07-04 10:15:24",mani basico
989.00,"2023-07-04 11:52:31",acrilicio escultural
989.00,"2023-07-04 11:52:31",acrilico retoque 
989.00,"2023-07-04 11:52:31",pedi limpieza
989.00,"2023-07-04 11:52:31",acrilico uña remplazo 
989.00,"2023-07-04 11:52:31",acrilico uña remplazo 
989.00,"2023-07-04 11:52:31",acrilico uña remplazo 
989.00,"2023-07-04 11:52:31",acrilico uña remplazo 
350.00,"2023-07-04 12:19:02",mani exfo
350.00,"2023-07-04 12:19:02",pedi exfo
99.00,"2023-07-04 12:52:43",pedi express
646.00,"2023-07-04 13:30:51",acrilico retoque 
646.00,"2023-07-04 13:30:51",gel en manos
646.00,"2023-07-04 13:30:51",pedi basico
329.00,"2023-07-04 14:18:32",acrilico retoque 
329.00,"2023-07-04 14:18:32",acrilico uña remplazo 
329.00,"2023-07-04 14:18:32",pedi express
389.00,"2023-07-04 14:21:41",calcio retoque en manos 
389.00,"2023-07-04 14:21:41",gel en manos
389.00,"2023-07-04 14:21:41",pedi express
380.00,"2023-07-04 14:29:38",pedi dif lujo
1348.05,"2023-07-04 16:36:02",pedi basico
1348.05,"2023-07-04 16:36:02",pedi basico
1348.05,"2023-07-04 16:36:02",acrilico uña remplazo 
484.00,"2023-07-04 17:12:21",depilacion de bigote
375.00,"2023-07-04 17:55:40",depilacion de ceja
459.00,"2023-07-04 18:38:07",acrilicio escultural
489.00,"2023-07-05 10:46:22",gel en pies
275.00,"2023-07-05 11:07:53",depilacion de ceja
275.00,"2023-07-05 11:07:53",pedi basico
370.50,"2023-07-05 11:53:57",calcio retoque en manos 
370.00,"2023-07-05 11:55:16",acrilico retoque 
370.00,"2023-07-05 11:55:16",gel en manos
275.00,"2023-07-05 12:01:21",gel en manos
275.00,"2023-07-05 12:01:21",depilacion de bigote
150.00,"2023-07-05 12:02:04",mani basico
190.00,"2023-07-05 12:29:38",pedi basico
440.10,"2023-07-05 13:55:17",pedi dif lujo
150.00,"2023-07-05 14:18:05",mani basico
235.00,"2023-07-05 15:40:15",mani basico
235.00,"2023-07-05 15:40:15",depilacion de ceja
300.00,"2023-07-05 16:03:00",pedi basico
300.00,"2023-07-05 16:03:00", acrilico retiro 
539.00,"2023-07-05 16:07:27",acrilico retoque 
539.00,"2023-07-05 16:07:27",acrilico de color
549.00,"2023-07-05 16:49:58",pedi basico
190.00,"2023-07-05 17:01:58",pedi basico
270.00,"2023-07-05 18:30:51",gel en manos
270.00,"2023-07-05 18:30:51",mani limpieza
814.00,"2023-07-05 19:03:55",acrilico manos
814.00,"2023-07-05 19:03:55",mani express
579.00,"2023-07-06 10:58:35",calcio retoque en manos 
719.00,"2023-07-06 12:08:48",acrilico retoque 
719.00,"2023-07-06 12:08:48",pedi basico
719.00,"2023-07-06 12:08:48",acrilico uña remplazo 
370.50,"2023-07-06 13:08:51",calcio retoque en manos 
289.00,"2023-07-06 13:59:39",gel en manos
289.00,"2023-07-06 13:59:39",pedi express
579.00,"2023-07-06 14:05:16",pedi de lujo
689.00,"2023-07-06 14:24:21",acrilico retoque 
689.00,"2023-07-06 14:24:21",pedi limpieza
50.00,"2023-07-06 15:20:10",Gel retiro 
190.00,"2023-07-06 15:23:25",gel en manos
280.00,"2023-07-06 15:55:22",pedi de lujo
240.00,"2023-07-06 17:31:04",Gel retiro 
240.00,"2023-07-06 17:31:04",pedi basico
280.00,"2023-07-06 17:39:40",calcio en manos 
190.00,"2023-07-06 18:45:02",pedi basico
190.00,"2023-07-06 18:51:18",pedi basico
370.00,"2023-07-07 10:36:34",acrilico retoque 
370.00,"2023-07-07 10:36:34",gel en manos
712.50,"2023-07-07 10:58:07",pedi dif lujo
712.50,"2023-07-07 10:58:07",mani dif lujo
579.00,"2023-07-07 12:19:34",calcio en manos 
370.00,"2023-07-07 12:23:59",acrilico retoque 
370.00,"2023-07-07 12:23:59",gel en manos
569.00,"2023-07-07 12:34:53", acrilico retiro 
569.00,"2023-07-07 12:34:53",acrilicio escultural
190.00,"2023-07-07 12:53:27",pedi basico
190.00,"2023-07-07 13:54:15",gel en manos
150.00,"2023-07-07 13:56:22",mani basico
755.25,"2023-07-07 14:23:16",depilacion de ceja
190.00,"2023-07-07 15:53:29",pedi basico
150.00,"2023-07-07 15:55:48",mani basico
190.00,"2023-07-07 17:14:54",gel en manos
440.00,"2023-07-07 17:59:59",acrilico uña remplazo 
440.00,"2023-07-07 17:59:59",acrilico uña remplazo 
440.00,"2023-07-07 17:59:59",Gel retiro 
370.00,"2023-07-07 18:25:07",acrilico retoque 
370.00,"2023-07-07 18:25:07",gel en manos
390.00,"2023-07-07 18:31:14",parafina en manos
351.50,"2023-07-07 18:58:59",calcio en manos 
351.50,"2023-07-07 18:58:59",gel en manos
